bssamt,plnprc,bidNtceNo
29000000,28976075,R25BK00724717
38500000,38563775,R25BK00723761
,,R25BK00724583
80000000,79694400,R25BK00724247
,,R25BK00722888
24030000,23993300,R25BK00725058
18000000,18103450,R25BK00717257
57189000,56170375,R25BK00724090
24100000,23954050,R25BK00724811
33933800,34331900,R25BK00724228
82477000,82812500,R25BK00725070
31140000,30836375,R25BK00724780
99310000,100234375,R25BK00724763
,,R25BK00721570
56361890,56529625,R25BK00723128
47580000,46978275,R25BK00723836
105425100,106280700,R25BK00715205
20000000,20008900,R25BK00721523
8000000,8055800,R25BK00717206
60500000,59732150,R25BK00717278
70000000,69311200,R25BK00723863
65000000,65110850,R25BK00721762
561728,557037.58,R25BK00718773
36480000,36356750,R25BK00718204
23970000,24009625,R25BK00724299
43940000,44373525,R25BK00718168
92354300,92453875,R25BK00721850
79320000,79096775,R25BK00722556
88284000,87382675,R25BK00717150
28772000,28838725,R25BK00721746
,,R25BK00724404
34903000,34934025,R25BK00723350
29502000,29479650,R25BK00724043
,,R25BK00721976
19756000,19840600,R25BK00722623
129700,129800.85,R25BK00721002
,,R25BK00722972
81640000,80960600,R25BK00723431
19000000,18938650,R25BK00717107
33000000,33273750,R25BK00719668
26490000,26122175,R25BK00725061
,,R25BK00719997
41784000,41668825,R25BK00724023
18850000,18886450,R25BK00716953
,,R25BK00719734
38190400,38426475,R25BK00721922
29200000,29177575,R25BK00719499
28796000,28771725,R25BK00722036
83750000,84067250,R25BK00723010
,,R25BK00721577
33000000,33020675,R25BK00717142
40370000,40113925,R25BK00724160
11000000,11034475,R25BK00717162
52250000,52203675,R25BK00722519
52370000,52013025,R25BK00727543
40000000,39897600,R25BK00717075
24624600,24668225,R25BK00722766
,,R25BK00728073
33950000,34602150,R25BK00723706
,,R25BK00722566
85800000,85706525,R25BK00700931
69620000,69560550,R25BK00723619
59948900,59439825,R25BK00716053
13000000,12975700,R25BK00717239
35356000,35277025,R25BK00727627
109695000,109482800,R25BK00717194
42218000,42228925,R25BK00708364
,,R25BK00722291
63052000,63168375,R25BK00723961
76100000,75975625,R25BK00721801
89700000,89032225,R25BK00722664
,,R25BK00721439
57600000,57807400,R25BK00723767
,,R25BK00731830
43355370,43169425,R25BK00724077
96240000,96796825,R25BK00723800
39006000,38876950,R25BK00714520
40401000,40794375,R25BK00714681
,393200000,R25BK00724283
,90792150,R25BK00725799
26092000,25641525,R25BK00724839
,,R25BK00700769
,11088000,R25BK00735786
,21612000,R25BK00735783
,737250000,R25BK00728678
,294900000,R25BK00725430
,151240000,R25BK00721835
,3538800000,R25BK00722879
,196600000,R25BK00722850
,,R25BK00711113
150000000,150858750,R25BK00719454
50900000,50583675,R25BK00718413
,,R25BK00702716
,,R25BK00704478
,,R25BK00694453
,,R25BK00705861
,,R25BK00705103
,,R25BK00702247
,,R25BK00702906
,,R25BK00702613
,,R25BK00701284
,,R25BK00705190
,,R25BK00701159
,,R25BK00702869
,,R25BK00702112
,,R25BK00702939
,,R25BK00707926
,,R25BK00708663
,,R25BK00702980
,,R25BK00700642
,,R25BK00704961
,,R25BK00703005
,,R25BK00703687
,,R25BK00700638
,,R25BK00700838
,,R25BK00709913
,,R25BK00710082
,,R25BK00703161
,,R25BK00705277
,,R25BK00703071
,,R25BK00704671
,,R25BK00704696
,,R25BK00709546
,,R25BK00705908
,,R25BK00702206
,,R25BK00703254
,,R25BK00703105
,,R25BK00702040
,,R25BK00705167
,,R25BK00703278
,,R25BK00671979
,,R25BK00666265
,389597000,R25BK00733954
,29970000,R25BK00736302
,6700000,R25BK00731834
,27376000,R25BK00734161
,78080000,R25BK00733893
,23492000,R25BK00732253
,23446000,R25BK00734128
,98000000,R25BK00734501
,,R25BK00720992
29820500,29713725,R25BK00718749
41130000,41197925,R25BK00718933
23550000,23683450,R25BK00721124
,,R25BK00709172
,51293000,R25BK00734185
,148000000,R25BK00732522
,147000000,R25BK00729605
62000000,62311250,R25BK00707303
39672600,39695850,R25BK00701438
66376000,66082675,R25BK00684878
133084000,132010400,R25BK00684909
,,R25BK00719797
82488750,83136750,R25BK00709615
,,R25BK00703723
,,R25BK00704602
,,R25BK00701112
,,R25BK00617315
,,R25BK00715741
,,R25BK00694341
,,R25BK00708592
,,R25BK00694420
,16435000,R25BK00734037
,20549000,R25BK00732198
,96040000,R25BK00734431
,11109600,R25BK00736432
,4156020000,R25BK00732163
,14152000,R25BK00732284
,46158148,R25BK00736609
,19190000,R25BK00736431
,98000000,R25BK00734651
,98000000,R25BK00732150
,21780000,R25BK00736115
,73832900,R25BK00716682
,17640000,R25BK00691736
121405330,120748275,R25BK00724463
180491000,179409000,R25BK00715658
164341000,165114700,R25BK00715664
175362000,175521175,R25BK00715663
152173000,153388900,R25BK00715649
,,R25BK00715646
188839000,186755675,R25BK00715666
189821000,190073525,R25BK00715642
200352000,200661075,R25BK00715651
138260000,138555225,R25BK00715655
61407336,61677725,R25BK00709908
195714000,194450675,R25BK00715645
,,R25BK00724628
,,R25BK00718961
61072000,60452325,R25BK00722513
40800000,40807500,R25BK00715848
51414000,51184750,R25BK00722464
,,R25BK00723666
40000000,39680200,R25BK00723079
71087000,70682725,R25BK00723424
26133000,26094950,R25BK00723201
35280000,35219625,R25BK00721008
34200000,34468175,R25BK00722377
84500000,85323075,R25BK00721592
28800000,28944975,R25BK00719723
,,R25BK00710660
,,R25BK00702191
,,R25BK00711698
215555990,216682300,R25BK00696564
,,R25BK00700839
51300000,51298375,R25BK00700360
,250000000,R25BK00694643
248000000,244128125,R25BK00684527
37910000,37665700,R25BK00696325
52500000,52029650,R25BK00676003
,,R25BK00719748
,,R25BK00698215
,,R25BK00699641
,,R25BK00701903
,,R25BK00700467
,,R25BK00698481
,,R25BK00696905
,,R25BK00694853
,,R25BK00683579
,,R25BK00693516
34000000,33820675,R25BK00617913
,,R25BK00606308
,,R25BK00600530
,11400000,R25BK00733965
,20460000,R25BK00730444
,34060000,R25BK00733463
99734000,99259825,R25BK00718440
,,R25BK00724530
51360000,51222825,R25BK00724890
28683000,28752900,R25BK00706184
158950000,158958000,R25BK00714607
72593000,72568925,R25BK00717820
16100000,16022450,R25BK00725704
95887850,94609000,R25BK00693806
,,R25BK00685212
,,R25BK00692293
,,R25BK00711930
,,R25BK00712765
,,R25BK00711143
,,R25BK00711640
,,R25BK00716688
,,R25BK00702314
,,R25BK00708818
,,R25BK00701861
,,R25BK00708847
,,R25BK00708664
,,R25BK00697507
,,R25BK00704638
,,R25BK00709390
,,R25BK00707531
,,R25BK00710485
,,R25BK00688456
,,R25BK00708827
,,R25BK00701311
,,R25BK00708979
,,R25BK00708877
,,R25BK00707684
,,R25BK00709364
,,R25BK00708468
66574260,66630400,R25BK00704456
,,R25BK00708775
,,R25BK00703613
,,R25BK00708299
,,R25BK00710213
,,R25BK00685411
,,R25BK00686430
,4751873,R25BK00736457
,54000000,R25BK00736494
,29947500,R25BK00735191
,9577000,R25BK00736926
,17100000,R25BK00736445
,390705000,R25BK00733159
,,R25BK00726664
35520000,35483858.41,R25BK00729102
61116000,60837050,R25BK00723607
24000000,23934900,R25BK00717682
69210000,69351250,R25BK00681207
,83000000,R25BK00725896
,,R25BK00703274
,147000000,R25BK00733194
,2260000000,R25BK00732506
79088781,79842375,R25BK00712815
50894000,50818125,R25BK00712411
,,R25BK00713235
,,R25BK00719397
,,R25BK00711278
,,R25BK00708578
,,R25BK00702030
,,R25BK00700748
,,R25BK00681904
,,R25BK00699516
,,R25BK00705032
,,R25BK00708918
,,R25BK00696413
,,R25BK00677313
,,R25BK00656318
,,R25BK00694790
,,R25BK00627548
,,R25BK00632559
,70560000,R25BK00734710
,10736580,R25BK00735067
,43351000,R25BK00736859
,209000000,R25BK00736656
,21739000,R25BK00736459
,98865780,R25BK00736005
,20976000,R25BK00736969
,100000000,R25BK00736339
,15285600000,R25BK00732121
,19940000,R25BK00737114
,29400000,R25BK00736817
,3023362,R25BK00736748
,68900000,R25BK00736022
,67500000,R25BK00735452
,70000000,R25BK00725920
,10891000,R25BK00732276
,278520000,R25BK00734427
,,R25BK00717391
42933000,43039200,R25BK00720877
,191931504,R25BK00728979
,22000000,R25BK00737625
163892000,164920075,R25BK00722075
180100000,181704725,R25BK00718699
,,R25BK00713277
,,R25BK00727184
,,R25BK00718558
,,R25BK00699417
,,R25BK00701713
,,R25BK00700188
,,R25BK00702330
,,R25BK00695275
,,R25BK00700482
,,R25BK00699724
,,R25BK00709745
,,R25BK00703218
,,R25BK00706004
,,R25BK00702793
,,R25BK00704659
,,R25BK00703678
,,R25BK00708133
,,R25BK00705887
,,R25BK00701685
,,R25BK00711235
,,R25BK00702195
,,R25BK00708506
,,R25BK00701646
,,R25BK00707840
,,R25BK00691737
,,R25BK00688406
,,R25BK00696256
,97330630,R25BK00736034
,13742960,R25BK00735019
,54483650,R25BK00736262
,53766900,R25BK00735382
,11469920,R25BK00736854
,22056355,R25BK00737399
,5466267,R25BK00730264
,44200000,R25BK00734399
,11780000,R25BK00737673
70000,70232.4,R25BK00725496
,49636300,R25BK00737391
,,R25BK00699335
,,R25BK00705359
,,R25BK00711197
,,R25BK00719364
,,R25BK00713923
,,R25BK00711851
,,R25BK00699458
,,R25BK00711736
,,R25BK00708378
,,R25BK00711017
,,R25BK00701431
,,R25BK00699596
,,R25BK00707785
45000000,44654100,R25BK00707139
,,R25BK00704825
,,R25BK00701527
,,R25BK00699656
,,R25BK00707890
,,R25BK00696041
,,R25BK00698983
,,R25BK00704141
,,R25BK00700350
,,R25BK00703668
,,R25BK00710709
,,R25BK00707769
,,R25BK00704130
,,R25BK00688920
,,R25BK00692840
,,R25BK00630310
,297090000,R25BK00737153
,131681000,R25BK00737244
,9402000,R25BK00737363
,115863000,R25BK00737211
,770000000,R25BK00736303
,924000,R25BK00738232
,2376000,R25BK00737973
,97414450,R25BK00736044
,334658500,R25BK00737177
,20570000,R25BK00737854
82368000,82263650,R25BK00707054
213952000,213833300,R25BK00713975
,,R25BK00710730
,,R25BK00723653
,,R25BK00723998
,80316000,R25BK00737755
,,R25BK00700044
,,R25BK00702499
,53726400,R25BK00736794
,1902576,R25BK00737351
,,R25BK00710975
,42000000,R25BK00699958
,,R25BK00692015
,,R25BK00704617
,,R25BK00705353
,,R25BK00705375
,,R25BK00705246
,,R25BK00705321
,,R25BK00705172
,,R25BK00696389
,,R25BK00705394
,,R25BK00705195
,,R25BK00705275
,,R25BK00705107
,29540000,R25BK00735820
,19900000,R25BK00735804
7161356,7162750,R25BK00727577
189825000,190837275,R25BK00709392
119392000,118348850,R25BK00621786
,,R25BK00700924
,,R25BK00697808
,,R25BK00700806
,,R25BK00719194
,1474500000,R25BK00725164
,,R25BK00710401
,,R25BK00705626
,,R25BK00675065
,,R25BK00699387
,,R25BK00698309
,,R25BK00670183
,,R25BK00655949
,,R25BK00698547
,,R25BK00703866
29000000,29071750,R25BK00717398
,,R25BK00713655
,,R25BK00702820
,,R25BK00697842
,,R25BK00677838
,,R25BK00703965
,,R25BK00701219
,,R25BK00705146
,,R25BK00714611
167445000,169194450,R25BK00699849
291323000,291384950,R25BK00699798
,,R25BK00712194
,,R25BK00711602
,,R25BK00712550
,,R25BK00712256
,,R25BK00712830
,,R25BK00712000
,,R25BK00714701
,,R25BK00710959
,,R25BK00699554
,,R25BK00700593
,,R25BK00697538
,,R25BK00705759
,,R25BK00705254
,,R25BK00704038
,,R25BK00709756
,,R25BK00707473
,,R25BK00702833
,,R25BK00698435
,,R25BK00704929
,,R25BK00709041
,,R25BK00702688
,,R25BK00698238
,,R25BK00700158
,,R25BK00709575
,,R25BK00697540
,,R25BK00704223
,,R25BK00702545
,,R25BK00704810
,,R25BK00700958
,,R25BK00703775
,,R25BK00698374
,,R25BK00703559
,,R25BK00704180
,,R25BK00701811
,,R25BK00714358
,,R25BK00675913
,,R25BK00691401
,,R25BK00682899
,,R25BK00700142
,,R25BK00701785
,,R25BK00704248
,,R25BK00703228
,,R25BK00704240
,,R25BK00704403
,,R25BK00700609
,,R25BK00704257
,,R25BK00703925
,,R25BK00705191
,,R25BK00709333
,,R25BK00700361
,,R25BK00704193
,,R25BK00704148
,,R25BK00699416
,,R25BK00703141
,,R25BK00708626
,,R25BK00710836
,,R25BK00700946
,,R25BK00675825
,,R25BK00687223
,,R25BK00676404
,,R25BK00677321
,,R25BK00691577
,,R25BK00689065
,,R25BK00693988
,,R25BK00672039
,,R25BK00672455
,,R25BK00683297
,,R25BK00678203
,,R25BK00676539
,,R25BK00695810
,,R25BK00672467
,,R25BK00683958
,,R25BK00695850
,,R25BK00694863
,,R25BK00681529
,,R25BK00677806
,,R25BK00683921
,,R25BK00703603
,,R25BK00693897
,,R25BK00683165
,,R25BK00694403
,,R25BK00695515
,,R25BK00693925
,,R25BK00672474
,,R25BK00695819
,,R25BK00694246
,,R25BK00694413
,,R25BK00690944
,,R25BK00658452
,,R25BK00666478
,,R25BK00666420
,,R25BK00619729
,,R25BK00650815
,,R25BK00625934
,,R25BK00636177
,,R25BK00607870
,,R25BK00597100
112509960,111852100,R25BK00718312
19800,19731.7,R25BK00711044
157520000,157500350,R25BK00720165
266390000,265706100,R25BK00727701
,,R25BK00726439
65260800,65208325,R25BK00727617
191950000,190778700,R25BK00717959
121215000,121272000,R25BK00728586
88810000,88936825,R25BK00722176
,,R25BK00725498
126940000,127994925,R25BK00717838
53500000,53160075,R25BK00719752
,,R25BK00728249
,,R25BK00725461
,,R25BK00718791
328550000,333661475,R25BK00716659
77517000,77824050,R25BK00723837
100960000,100728350,R25BK00728721
510075390,511118525,R25BK00727898
260000000,257068500,R25BK00723519
120000000,120387000,R25BK00727138
127000000,127350250,R25BK00723995
164970000,164062700,R25BK00725846
193917000,192641100,R25BK00718096
127721640,127964050,R25BK00717759
70200000,70272900,R25BK00726179
,,R25BK00726411
87978000,88082300,R25BK00728560
503600000,500763525,R25BK00720948
328490000,329073950,R25BK00716731
328394000,330403000,R25BK00716822
26000000,25987950,R25BK00728222
,,R25BK00725547
306215000,305908825,R25BK00719076
154187000,154459175,R25BK00717046
75880000,75904150,R25BK00728727
182397000,180766900,R25BK00720556
372898000,375231475,R25BK00720039
,,R25BK00725572
76910000,76423400,R25BK00728731
806921000,802051275,R25BK00719698
89400000,89060325,R25BK00727576
42244500,42378250,R25BK00725944
40100000,40062550,R25BK00728692
54215370,53697825,R25BK00718275
148154000,147834375,R25BK00728574
174670000,174350400,R25BK00727712
56804704,57246425,R25BK00723211
57248680,57617000,R25BK00725680
,,R25BK00730513
,,R25BK00716037
308000,308227.16,R25BK00716041
268000000,264895250,R25BK00723269
31460000,31616175,R25BK00728716
166137000,168936875,R25BK00719209
,,R25BK00719040
51423715,50974200,R25BK00716760
88132000,88470925,R25BK00728505
382729000,383354825,R25BK00718076
,,R25BK00716607
138430000,137740325,R25BK00718850
200000000,200344000,R25BK00722673
12540000,12570225,R25BK00728707
356911,357675,R25BK00720177
,,R25BK00726652
276000000,274846375,R25BK00715738
135270000,135647475,R25BK00724593
677000000,679173225,R25BK00726263
140514000,140701650,R25BK00722715
424852000,429099525,R25BK00727677
53195093,53284100,R25BK00725180
146709420,145789225,R25BK00715727
99891000,100009175,R25BK00717341
491037000,497588700,R25BK00703419
403890000,405472275,R25BK00703520
,,R25BK00710872
707770000,707715175,R25BK00703356
461180000,452273525,R25BK00703489
637830000,640113500,R25BK00703383
172164520,170292750,R25BK00725949
70456000,70765350,R25BK00728202
182397000,183185025,R25BK00720600
259600000,259524100,R25BK00728603
68495060,68481250,R25BK00716556
,,R25BK00719845
26400000,26317025,R25BK00726218
148700000,146288086.01,R25BK00711225
460450000,456742275,R25BK00703459
217300000,217039850,R25BK00698594
91164904,90473925,R25BK00702973
197000000,196808475,R25BK00706906
,,R25BK00714630
,,R25BK00712748
,,R25BK00721338
,,R25BK00723886
,,R25BK00720185
,,R25BK00712155
,,R25BK00708044
132891000,134780100,R25BK00652502
166000000,167362925,R25BK00700218
293863200,294756575,R25BK00708807
69542830,69593300,R25BK00701070
92991500,92507750,R25BK00694943
41961000,42396500,R25BK00705528
5500,5428.11,R25BK00693495
39210000,39228200,R25BK00673404
,,R25BK00712631
,,R25BK00713168
,,R25BK00715129
,,R25BK00715430
,,R25BK00727729
,,R25BK00662052
,,R25BK00714298
,,R25BK00711573
,,R25BK00715026
,,R25BK00712710
,,R25BK00714373
,,R25BK00714871
,,R25BK00713920
,,R25BK00711909
,,R25BK00711004
,,R25BK00689340
,,R25BK00711082
,,R25BK00713165
,,R25BK00714814
,,R25BK00713989
,,R25BK00726901
,,R25BK00714111
,,R25BK00711495
39168200,39091475,R25BK00713876
,,R25BK00712622
,,R25BK00711938
,,R25BK00714262
,,R25BK00714313
,,R25BK00712521
,,R25BK00714329
,,R25BK00713430
,,R25BK00713976
,,R25BK00711139
,,R25BK00711279
,,R25BK00622729
,,R25BK00715172
,,R25BK00704569
,,R25BK00704679
,,R25BK00704282
,,R25BK00708300
,,R25BK00702741
,,R25BK00708010
,,R25BK00709972
,,R25BK00702273
,,R25BK00705033
,,R25BK00707128
,,R25BK00702086
,,R25BK00704619
,,R25BK00700945
,,R25BK00707253
,,R25BK00705252
,,R25BK00705515
,,R25BK00706664
,,R25BK00708267
,,R25BK00707776
,,R25BK00701262
,,R25BK00704719
,,R25BK00700135
,,R25BK00700548
,,R25BK00697937
,,R25BK00700934
,,R25BK00705914
,,R25BK00704400
,,R25BK00710010
,,R25BK00701188
,,R25BK00701084
,,R25BK00706175
,,R25BK00706256
,,R25BK00705971
,,R25BK00705573
,,R25BK00707471
,,R25BK00713732
,,R25BK00713914
,,R25BK00714972
,,R25BK00712434
,,R25BK00714872
,,R25BK00712572
,,R25BK00714028
,,R25BK00714025
,,R25BK00714968
,,R25BK00712455
,,R25BK00711917
,,R25BK00686875
,,R25BK00684244
,,R25BK00706500
,,R25BK00685912
,,R25BK00704596
,,R25BK00709906
,,R25BK00699369
,,R25BK00708361
,,R25BK00682895
,,R25BK00703275
,,R25BK00706910
,,R25BK00701317
,,R25BK00703248
,,R25BK00705299
,,R25BK00707657
,,R25BK00704448
,,R25BK00710393
,36000000,R25BK00706947
,,R25BK00708121
,,R25BK00707738
,,R25BK00705809
,,R25BK00710884
,,R25BK00699506
,,R25BK00706514
,,R25BK00703277
,,R25BK00704756
,,R25BK00710774
,,R25BK00709038
,,R25BK00707953
,,R25BK00710235
,,R25BK00704650
,,R25BK00695369
,,R25BK00684858
,,R25BK00692906
,,R25BK00692964
,,R25BK00676230
,,R25BK00678229
,,R25BK00683978
,,R25BK00691727
,,R25BK00696069
,,R25BK00696626
,,R25BK00694361
,,R25BK00684623
,,R25BK00680814
277358899,277911600,R25BK00690212
,,R25BK00693478
,,R25BK00693078
,,R25BK00628236
,,R25BK00627685
,,R25BK00632752
,29615980,R25BK00733261
,300000,R25BK00737436
,30000000,R25BK00720672
,220000000,R25BK00735039
,67500000,R25BK00737823
48600000,49028652.01,R25BK00719815
33017000,32903256.45,R25BK00726323
33017000,32918856.98,R25BK00730556
,,R25BK00724834
35910000,35979396.09,R25BK00727952
33017000,32780763.38,R25BK00726333
,,R25BK00704510
,,R25BK00717823
,,R25BK00716796
,,R25BK00716926
,7920000,R25BK00719927
,,R25BK00727078
13410000,13406100,R25BK00726891
47784000,47625275,R25BK00725856
101281000,100422200,R25BK00728261
117000,116336.32,R25BK00718563
146795000,146567500,R25BK00715782
70680000,70542425,R25BK00725842
40435000,40570925,R25BK00725312
437000000,437878425,R25BK00716562
,,R25BK00727028
32010000,31732075,R25BK00728782
54560000,54649000,R25BK00728796
490567000,488574100,R25BK00728279
45548000,45868600,R25BK00721542
27060000,27016950,R25BK00728762
101281000,101255475,R25BK00728223
,,R25BK00718564
23452170,23328150,R25BK00725823
,,R25BK00726336
42000000,41915300,R25BK00725273
44400000,44224675,R25BK00728455
94255000,94487625,R25BK00727469
32740000,32630450,R25BK00722448
274720,273664.4,R25BK00727504
55340000,55207100,R25BK00723175
65692000,65846400,R25BK00714463
17160000,17081425,R25BK00726952
274820,274175.55,R25BK00727336
274820,272421.52,R25BK00727404
,,R25BK00727955
260000,260395.85,R25BK00722099
74846140,75545425,R25BK00727883
41845450,41977925,R25BK00725522
17144000,17096025,R25BK00732953
25245000,25021050,R25BK00725387
47938000,48064000,R25BK00728063
66000000,65867050,R25BK00721769
88909000,88588750,R25BK00726870
274820,271678.13,R25BK00727442
65000000,64950150,R25BK00726747
74730000,74746300,R25BK00728342
94160000,93595800,R25BK00725358
3872000,3870673.84,R25BK00725299
274820,273298.19,R25BK00727274
90000000,90373275,R25BK00726243
49968000,50077200,R25BK00727946
29319000,29138300,R25BK00727414
,,R25BK00726529
,,R25BK00724817
50000000,49960125,R25BK00728573
,,R25BK00728155
13600000,13469775,R25BK00723970
50000000,49785000,R25BK00728552
27403330,27037075,R25BK00722313
26334000,26356775,R25BK00726632
,,R25BK00727025
60489000,60192500,R25BK00726951
361500,357375,R25BK00723663
24426000,24212725,R25BK00727146
59088200,59096675,R25BK00727012
65130000,64954375,R25BK00723373
52173000,51893150,R25BK00725220
102938000,103476425,R25BK00714514
68497000,68429225,R25BK00714648
29400000,29394300,R25BK00724971
29348000,29270050,R25BK00727499
34518000,34731375,R25BK00726509
450000,449241.75,R25BK00726264
102960000,103601200,R25BK00728810
29500000,29648525,R25BK00724950
100287000,100152425,R25BK00714579
53845000,53902250,R25BK00723893
260000,260094.25,R25BK00722156
59294400,58881000,R25BK00727948
89316000,87733600,R25BK00726894
,,R25BK00725131
73612000,73018925,R25BK00726107
,,R25BK00733156
107668000,106821225,R25BK00714755
,,R25BK00719127
31300000,31282450,R25BK00728475
30000000,29941800,R25BK00726540
63085000,62443475,R25BK00722437
260000,260021.45,R25BK00722168
106887000,107059675,R25BK00714623
97724000,97483875,R25BK00726737
17000000,17126550,R25BK00728848
72589000,72577050,R25BK00728287
25616000,25371500,R25BK00725322
44900000,44530200,R25BK00723158
7298280,7263225,R25BK00728015
83950000,83890675,R25BK00728172
50000000,50146750,R25BK00727890
27970000,28222675,R25BK00727817
48900000,48967625,R25BK00726807
27280000,26869075,R25BK00726295
49051200,49000600,R25BK00728111
29832000,29884425,R25BK00725741
38610000,38269100,R25BK00728631
99825000,99505600,R25BK00728053
,,R25BK00726287
60500000,60244750,R25BK00728388
,,R25BK00728138
3780000,3775225,R25BK00727124
,,R25BK00727334
98671000,98642200,R25BK00728079
61320000,61365425,R25BK00726765
,,R25BK00726843
,,R25BK00727942
,,R25BK00728331
35000000,34318050,R25BK00728325
41022000,41242450,R25BK00727986
64390000,64841750,R25BK00728412
54180000,53751475,R25BK00728417
40140000,40007775,R25BK00705630
94229830,92862150,R25BK00726936
9900000,9875975,R25BK00726602
,,R25BK00723981
84700,84693.45,R25BK00727833
,,R25BK00721587
52470000,52629450,R25BK00727558
,,R25BK00723102
62689590,62363175,R25BK00724893
,,R25BK00719994
361500,358200,R25BK00723759
10607000,10689100,R25BK00725633
44384000,44602550,R25BK00728487
59230000,59553600,R25BK00728304
,,R25BK00726183
40098960,40328575,R25BK00724821
22660000,22705750,R25BK00723737
99200000,99123425,R25BK00725185
58857000,58491675,R25BK00724695
19833000,19773825,R25BK00727598
41727000,41672500,R25BK00727904
43700000,43735425,R25BK00724966
47914900,48105550,R25BK00728028
40920000,40796475,R25BK00725509
49489000,48956450,R25BK00724522
48719000,48607475,R25BK00728296
,,R25BK00728364
8148000,8176875,R25BK00727239
63862680,63295000,R25BK00722625
35355000,35630375,R25BK00727988
99682000,98978550,R25BK00714545
20050000,20196800,R25BK00722441
41115000,41136425,R25BK00728457
84040000,83600100,R25BK00727508
60000000,59832450,R25BK00727736
667000,667293.48,R25BK00725159
60000000,60417750,R25BK00723354
29717600,29742975,R25BK00721984
101574000,101756875,R25BK00727416
20666000,20425875,R25BK00726378
49170000,49190200,R25BK00719423
67015130,66949350,R25BK00726453
36530000,36064350,R25BK00728435
23450000,23345700,R25BK00725289
56500000,56286050,R25BK00726823
33380000,33364775,R25BK00727724
47170000,46652700,R25BK00728115
274820,275731.72,R25BK00727127
,,R25BK00697263
28403000,28098350,R25BK00727925
23050000,23121150,R25BK00726874
82450000,83165925,R25BK00728252
30060000,30076950,R25BK00726831
82413000,82154100,R25BK00724235
69610000,69288450,R25BK00727715
,,R25BK00726566
6402000,6373500,R25BK00727041
260000,261041.95,R25BK00722361
31600000,31410700,R25BK00726850
38150000,37724300,R25BK00726979
41472000,41454950,R25BK00727171
29953000,29573825,R25BK00726679
58200000,58322100,R25BK00728650
100000000,100851250,R25BK00725214
30404000,30710125,R25BK00722140
274720,272392.44,R25BK00727479
29182890,29500300,R25BK00726338
41080000,40681475,R25BK00728322
,,R25BK00716399
53250000,52947325,R25BK00728260
,,R25BK00725606
101940000,102414050,R25BK00726953
39210000,39273450,R25BK00726893
,369300000,R25BK00725115
55750000,55642425,R25BK00726938
,,R25BK00690697
89260000,89841800,R25BK00726978
106460000,106803125,R25BK00726997
,,R25BK00694325
,78400000,R25BK00738579
39850000,39714550,R25BK00727024
24660000,24300225,R25BK00724779
,,R25BK00685190
,141000000,R25BK00734055
,136400000,R25BK00734179
,262000000,R25BK00733301
,440900000,R25BK00729313
,1428250000,R25BK00729025
,266000000,R25BK00732995
,,R25BK00715441
,,R25BK00712567
,,R25BK00712350
,,R25BK00715091
250000000,249990625,R25BK00707640
,,R25BK00706195
,,R25BK00697779
,,R25BK00700800
,,R25BK00701404
,,R25BK00678306
,,R25BK00684691
,,R25BK00704962
,,R25BK00708749
,,R25BK00700739
,,R25BK00671449
,,R25BK00687434
,,R25BK00683467
,,R25BK00683251
,,R25BK00682328
,,R25BK00696640
,98000000,R25BK00738615
,5683590000,R25BK00738727
,3872000,R25BK00738514
,49000000,R25BK00738384
,19700000,R25BK00740016
,393015000,R25BK00738599
,3630000,R25BK00738742
,83000000,R25BK00725795
,742690000,R25BK00738680
,4840000,R25BK00738780
,33765600,R25BK00737655
,5472500,R25BK00734088
,44000000,R25BK00734123
,55000000,R25BK00736694
,53000000,R25BK00734156
,14000000,R25BK00739655
,90000000,R25BK00738613
32362000,32035425,R25BK00727528
60108000,60093625,R25BK00727595
,57750000,R25BK00738867
,78400000,R25BK00738659
,,R25BK00725000
,,R25BK00696883
,1642000000,R25BK00728939
,245000000,R25BK00734723
,115340000,R25BK00730985
,108000000,R25BK00731566
151800000,149501425,R25BK00720215
169359000,170487425,R25BK00724629
257780000,256965450,R25BK00712970
55000000,54982700,R25BK00717948
381700000,379044375,R25BK00728057
705350000,717087100,R25BK00718271
1734758040,1731900075,R25BK00717852
54100000,53918975,R25BK00718395
169510000,168664200,R25BK00718067
158667000,156015725,R25BK00719088
,,R25BK00730158
382200000,378999100,R25BK00728095
285670000,288783125,R25BK00713030
73800000,73642125,R25BK00719558
179720000,179374550,R25BK00720588
176715000,179699325,R25BK00713117
,,R25BK00715343
,,R25BK00717701
,,R25BK00709312
,,R25BK00685686
,,R25BK00706516
,,R25BK00698985
,,R25BK00700415
,,R25BK00700659
,,R25BK00635291
,7476110000,R25BK00739525
,806970000,R25BK00739536
,8840000,R25BK00740297
,6677000,R25BK00738920
,21238000,R25BK00738908
,298480000,R25BK00739531
,293154000,R25BK00739706
,6530000,R25BK00739916
,80120000,R25BK00737108
,28674800,R25BK00739026
,60000000,R25BK00723530
,100000000,R25BK00734456
,20000000,R25BK00737863
,22000000,R25BK00736294
,52756400,R25BK00738947
,52393277,R25BK00737676
,292525000,R25BK00736552
,29400000,R25BK00736116
126000000,126180875,R25BK00716937
18000000,17967175,R25BK00720125
,,R25BK00726454
,,R25BK00726674
,,R25BK00716298
64768000,65234700,R25BK00716592
48000000,47612900,R25BK00724584
9780000,9690425,R25BK00723943
22780000,22425725,R25BK00728436
